Permit Type,Agency,Division,Permit/License Name,Form Title,Form PDF,L123 Description,Department Description,Description Link,Biz Portal Description,Application Fee,License Fee,Renewal Fee,Time Frame,"Industry or Sector (as in Lic123: e.g. automotive, consulting, education, food and drink, business services)","Business Types_Level 1 (e.g. cafe, design studio, ",Requirements Link,Tag,Tasks,Notes:,
SF,Entertainment Commission,,Place of Entertainment Permit,San Francisco Place of Entertainment or Extended Hours Application Questionairre,http://www.sfgov2.org/ftp/uploadedfiles/entertainment/documents/POEorEH-ApplicationQuestionnaire.pdf,"The Place of Entertainment Questionnaire and Letter of Intent are required for establishments seeking entertainment permits, such as those for dancing, live or recorded music, billiards or pool tables and/or mechanical amusement devices. ",No description,N/A,Part of the Place of Entertainment Permit or  Extended Hours Premises Permit package.,Unknown,Unknown,Unknown,Unknown,,"Bar, Nightclub",,,,,
SF,Entertainment Commission,,recreational equipment vendors,,,No License123 Description,,,,,,,,,,,,,,
SF,Entertainment Commission,,rodeo exhibition and show,,,No License123 Description,,,,$881,Unknown,,,,,,,,,
SF,Office of Contract Administration (OCA),,Vendor Profile Application,,,No License123 Description,,,,,,,,,,,,,,
SF,Office of Labor Standards and Enforcement,,Health Care Security Ordinance (HCSO) Annual Reporting Form,,,No License123 Description,,,,,,,,,,,,,,
SF,Office of the Assessor-Recorder,,New Business Registration,Business Property Statement (Form 571-L),https://secure.go2gov.net/efile/sanfrancisco/main.jsp,Businesses that own property must register their holdings with the Assessor's Office.,No description,N/A,"New businesses must register with the Office of the Assessor-Recorder, the agency that identifies all taxable property in the City. To register, you submit a New Business Registration form to the Assessor. Later, each Spring, the Office of the Assessor Recorder will ask you to fill out a Business Property Statement (Form 571-L) by listing the value of all your supplies, equipment and fixtures at each business location. You then pay a tax on the total amount. All businesses in California pay taxes on these items, which the state calls Business Personal Property.",,,,,,All,,,,,
SF,Municipal Transportation Agency (MTA),,Contractors Parking Permit,Contractor Application Form,https://www.sfmta.com/sites/default/files/pdfs/ContractorApplicationForm130313.pdf,No License123 Description,"Contractor Parking Permits may be issued to commercial vehicles used by a business holding a California Contractor's license for a trade related to construction or pest control services. Vehicles possessing a Contractor's permit are allowed to park at parking meters and in Residential Parking Permit areas, subject to the restrictions detailed in the San Francisco Transportation Code. Parking in yellow metered zones is subject to time restrictions. New Contractor Permits are issued by the SFMTA throughout the calendar year, but all Contractor Permits expire on May 31 of each year. Annual renewal notices are sent to all permit holders in late March.",https://www.sfmta.com/ko/services/permits-citations/parking-permits/contractor-permits,Allows parking for commercial vehicles used by a business holding a California Contractor's license for a trade related to construction or pest control services. ,N/A,$920 ($460 prorated),N/A,unknown,,"Hazardous Materials Transportation, Landscaping, Painting, Pest Control, Yard Maintenance, Building Moving/Demolition Contractor, Cabinet, Millwork, and Finish Carpentry Contractor, Concrete Contractor, Construction Zone Traffic Control Contractor, Drywall Contractor, Earthwork and Paving Contractor, Electrical Contractor, Elevator Contractor, Fencing Contractor, Fire Protecting Contractor, Flooring and Floor Covering Contractor, General Building Contractor, General Engineering Contractor, General Manufactured Housing Contractor, Glazing Contracting, Landscaping Contractor, Lock and Security Equipment Contractor, Low Voltage Systems Contractor, Masonry Contractor, Ornamental Metal Contractor, Painting & Decorating Contractor, Parking & Highway Improvement Contractor, Pipeline Contractor, Plumbing Contractor, Refrigeration Contractor, Reinforcing Steel Contractor, Roofing Contractor, Sanitation System Contractor, Sheet Metal Contractor, Sign Contractor, Solar Contractor, Structural Steel Contractor, Swimming Pool Contractor, Tile Contractor, Warm-Air Heating Ventilating & Air Conditioning Contractor, Water Conditioning Contractor, Welding Contractor, Well Drilling Contractor",,,,,
SF,Municipal Transportation Agency (MTA),,Special Traffic Permit,Special Traffic Permit Application,https://www.sfmta.com/sites/default/files/pdfs/STPAPPLICFORMasavableform.pdf,No License123 Description,A Special Traffic Permit (STP) is required for any work that does not comply with the city regulations or the Traffic Routing Specifications in a City Contract.,http://www.sfmta.com/sites/default/files/pdfs/Section1_001.pdf,This permit is for temporary exceptions to traffic and parking rules and regulations.,N/A,$176.25 processing fee + $36.25/day,This is for permits less than 90 days old. $88.25 processing fee + $36.25/day,Minimum 2 working days for processing,,Any,,,,,
SF,Municipal Transportation Agency (MTA),,Taxi Driver Permit,,,"In addition to state drivers' licenses, taxi drivers must hold a local license to drive for pay. Local jurisdictions usually require background checks to prottect the public.",,,,,,,,,Taxi Company,,,,,
SF,Municipal Transportation Agency (MTA),,Taxi Permit Holder Application,,,Taxi owners and operators must receive permission to operate in a local jurisdiction.,,,,$1866.5,http://www.sfmta.com/services/taxi-industry/taxi-industry-fees,unknown,,,Taxi Company,,,,,
SF,Municipal Transportation Agency (MTA),,Taxi Wrap Advertising Permit,,,License123 Description Unavailable,,,,,,,,,Taxi Company,,,,,
SF,Municipal Transportation Agency (MTA),,Temporary Street Closure for a Special Event,Application for Temporary Street Closing,http://www.sfmta.com/sites/default/files/pdfs/Special%20Event%20Street%20Closure%20Application612.pdf,License123 Description Unavailable,,http://www.sfmta.com/services/streets-sidewalks/apply-street-closure,,,,,,,Many,,,,,
SF,Municipal Transportation Agency (MTA),,Color Curb Application Form - Green Zone,SFMTA Color Curb Application Form,https://www.sfmta.com/sites/default/files/pdfs/Application%20Form.pdf,No License123 Description,"To apply for a color curb (driveway red tips; blue, green, white or yellow zones) you can access the 311 service portal through links.  Please be aware that applications for Green and White zones, as well as driveway red tips will require fees, and that the applications will not be downloaded until the fees have been received.  Application fees are non-refundable as they will cover the cost of the survey; paint fees will be invoiced at a later date once the zone has been approved.",https://www.sfmta.com/th/services/streets-sidewalks/installation-requests/new-color-curb,Allows parking for businesses that require short term parking for staff and/or customers (generally less than 10 minutes).,N/A,Varies depending on length,N/A,unknown,,Any,,,,,
SF,Municipal Transportation Agency (MTA),,Color Curb Application Form - White Zone,SFMTA Color Curb Application Form,https://www.sfmta.com/sites/default/files/pdfs/Application%20Form.pdf,No License123 Description,"To apply for a color curb (driveway red tips; blue, green, white or yellow zones) you can access the 311 service portal through links.  Please be aware that applications for Green and White zones, as well as driveway red tips will require fees, and that the applications will not be downloaded until the fees have been received.  Application fees are non-refundable as they will cover the cost of the survey; paint fees will be invoiced at a later date once the zone has been approved.",https://www.sfmta.com/th/services/streets-sidewalks/installation-requests/new-color-curb,"Allows parking for businesses that expect passenger loading and unloading only, with a time limit of 5 minutes",N/A,Varies depending on length,N/A,unknown,,Any,,,,,
SF,Municipal Transportation Agency (MTA),,Color Curb Application Form - Yellow Zone,SFMTA Color Curb Application Form,https://www.sfmta.com/sites/default/files/pdfs/Application%20Form.pdf,No License123 Description,"To apply for a color curb (driveway red tips; blue, green, white or yellow zones) you can access the 311 service portal through links.  Please be aware that applications for Green and White zones, as well as driveway red tips will require fees, and that the applications will not be downloaded until the fees have been received.  Application fees are non-refundable as they will cover the cost of the survey; paint fees will be invoiced at a later date once the zone has been approved.",https://www.sfmta.com/th/services/streets-sidewalks/installation-requests/new-color-curb,Allows parking for businesses with active freight loading and unloading only by commercial vehicles.,N/A,No fee,N/A,unknown,,Any,,,,,
SF,Planning Department,,Affidavit for Formula Retail Establishments,Affidavit for Formula Retail Establishments,http://www.sf-planning.org/Modules/ShowDocument.aspx?documentid=8313,No License123 Description,"New Contractor Permits are issued by the SFMTA throughout the calendar year, but all Contractor Permits expire on May 31 of each year. Annual renewal notices are sent to all permit holders in late March.",N/A,This form is for applicants proposing a Retail Use Establishment (chain store). ,unknown,unknown,unknown,unknown,,"Any involved in a ""retail sales activity""",,,,,
SF,Planning Department,,AFFIDAVIT FOR MASSAGE USE (to be used in conjunction with a Building Permit),Affidavit for Massage Use,http://www.sf-planning.org/modules/showdocument.aspx?documentid=8653,No License123 Description,"Part 1 of this form is applicable to new massage establishments for which the sole proprietor is certified by the California Massage Therapy Council, or which employs or uses only persons certified by CAMTC, and who wish to be exempted from the requirement ro obtain Conditional Use Authorization from the Planning Commission. Part 2 is for the continuance of massage as an accessory use for a medical or commercial establishment.",http://www.sf-planning.org/index.aspx?page=2611#m,"This form is for applicants operating a massage, acupressure, or reflexology establishment.",N/A,N/A,N/A,N/A,,"Beauty salon and spa, Massage Establishment",,,,,
SF,Municipal Transportation Agency (MTA),,Holiday Moratorium Form,Holiday Moratorium,http://www.sfmta.com/sites/default/files/pdfs/HOLIDAYMORATORIUMFORM.pdf,No License123 Description,None,N/A,"This form is used to determine if a block is a ""business block"" and to request a SFMTA waiver of the moroatorium restrictions (you must apply for a Special Traffic Permit). ",unknown,unknown,N/A,Unknown,,Any,,,,,
SF,Municipal Transportation Agency (MTA),,Oversized Vehicle Permit,,,No License123 Description,,,,,,,,,,,,,,
SF,Municipal Transportation Agency (MTA),,Rail Clearance Permit,SFMTA Central Control Rail Clearance Permit Application,https://www.sfmta.com/sites/default/files/pdfs/RailClearancePermitApplication.pdf,No License123 Description,"Contractor must obtain a clearance permit from SFMTA Central Control at 415.759.4396 before performing any work within 48 inches of the outside edge of SFMTA track (the “Safety Envelope”). If workers will be within the Safety Envelope, the Contractor shall comply with and train its workers per the MTA Rail Safety Training program, in addition to obtaining a clearance permit. Contact the SFMTA Health and Safety Manager at 415.701.4500 for training requirements. For further information, see Section 7.4.",http://www.sfmta.com/sites/default/files/pdfs/Section1_001.pdf,Contractors performing any work within 48 inches of the outside edge of SFMTA track (the “Safety Envelope”).,unknown,unknown,unknown,unknown,,Any contractor performing work near SFMTA tracks,,,,,
SF,Municipal Transportation Agency (MTA),,"Residential Parking Permit, Business/Commercial, Foreign Consulates",,,No License123 Description,,,,,,,,,,,,,,
SF,Municipal Transportation Agency (MTA),,SF Ramp Taxi Permit Holder Application,,,Taxis that serve the physically handicapped or others needing a vehicle with a lift or ramp must hold a special permit.,,,,,,,,,,,,,,
